R_fighter,B_fighter,date,location,Winner,title_bout,weight_class,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO_TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO_TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Holly Holm,Marion Reneau,2015-07-15,"San Diego, California, USA",Red,0,WomenBantamweight,0,2,0,2,0,0,0,0,1,0,1,0,Orthodox,167.64000000000001,172.72,135,0,1,0,1,0,0,0,1,0,0,0,0,Southpaw,172.72,175.26,135,38,33
Frank Mir,Todd Duffee,2015-07-15,"San Diego, California, USA",Red,0,Heavyweight,0,1,0,3,1,0,0,0,0,3,0,0,Orthodox,190.5,198.12,260,5,2,0,15,9,0,0,0,2,4,8,0,Southpaw,190.5,200.66,264,29,36
Rani Yahya,Masanori Kanehara,2015-07-15,"San Diego, California, USA",Red,0,Bantamweight,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,170.18,170.18,135,0,1,0,5,3,0,0,0,3,0,2,0,Orthodox,167.64000000000001,170.18,135,32,30
Andrew Craig,Lyman Good,2015-07-15,"San Diego, California, USA",Blue,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,0,2,0,3,3,0,0,1,1,1,0,0,Orthodox,185.42,193.04,170,30,29
Igor Araujo,Sean Strickland,2015-07-15,"San Diego, California, USA",Blue,0,Welterweight,0,2,0,2,1,0,0,1,0,0,1,0,Orthodox,185.42,193.04,185,0,2,0,2,1,0,0,0,2,0,0,0,Orthodox,185.42,195.58,170,24,34
Kevin Casey,Ildemar Alcantara,2015-07-15,"San Diego, California, USA",Red,0,Middleweight,0,2,0,4,2,0,0,2,1,0,1,0,Orthodox,187.96,198.12,185,0,0,2,0,2,0,0,0,0,0,0,0,Southpaw,180.34,195.58,185,32,34
Maximo Blanco,Mike de la Torre,2015-07-12,"Las Vegas, Nevada, USA",Red,0,Featherweight,0,0,2,1,2,0,0,0,0,1,0,0,Orthodox,180.34,180.34,145,0,0,1,3,3,0,0,0,3,0,0,0,Orthodox,172.72,180.34,145,28,31
Jorge Masvidal,Cezar Ferreira,2015-07-12,"Las Vegas, Nevada, USA",Red,0,Welterweight,1,3,0,4,2,0,0,1,2,0,1,0,Southpaw,185.42,198.12,185,0,2,0,5,2,0,0,0,4,0,1,0,Orthodox,180.34,187.96,170,30,30
Josh Samman,Caio Magalhaes,2015-07-12,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,1,4,1,0,0,0,1,2,1,0,Orthodox,185.42,185.42000000000002,185,0,2,0,2,0,0,0,0,0,2,0,0,Orthodox,190.5,200.66,185,27,27
Angela Magana,Michelle Waterson,2015-07-12,"Las Vegas, Nevada, USA",Blue,0,WomenStrawweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,157.48,115,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,154.94,165.1,115,29,31
Jake Ellenberger,Stephen Thompson,2015-07-12,"Las Vegas, Nevada, USA",Blue,0,Welterweight,0,1,0,5,1,0,0,0,2,3,0,0,Orthodox,182.88,190.5,170,0,0,1,9,5,0,0,1,2,4,1,1,Orthodox,175.26,180.34,170,32,30
Kamaru Usman,Hayder Hassan,2015-07-12,"Las Vegas, Nevada, USA",Red,1,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,,177.8,,170,0,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,193.04,170,32,28
Russell Doane,Jerrod Sanders,2015-07-12,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,172.72,182.88,135,0,2,0,2,1,0,0,1,0,0,1,0,Orthodox,170.18,177.8,135,35,28
Michael Graves,Vicente Luque,2015-07-12,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,23,24
Darrell Montague,Willie Gates,2015-07-12,"Las Vegas, Nevada, USA",Blue,0,Flyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,172.72,182.88,125,0,0,2,0,2,0,0,0,0,0,0,0,Southpaw,167.64000000000001,170.18,125,28,27
George Sullivan,Dominic Waters,2015-07-12,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,200.66,170,0,2,0,2,1,0,0,0,1,1,0,0,Orthodox,182.88,185.42000000000002,170,26,34
Dan Miller,Trevor Smith,2015-07-12,"Las Vegas, Nevada, USA",Blue,0,Middleweight,0,0,1,2,3,0,0,1,1,0,0,0,Orthodox,190.5,190.5,185,0,3,0,6,6,0,0,1,1,0,4,0,Orthodox,185.42,187.96,185,34,34
Chad Mendes,Conor McGregor,2015-07-11,"Las Vegas, Nevada, USA",Blue,1,Featherweight,0,5,0,5,0,0,0,0,1,4,0,0,Southpaw,175.26,187.96,155,2,2,0,8,2,0,0,0,3,5,0,0,Orthodox,167.64000000000001,167.64000000000001,145,26,30
Matt Brown,Tim Means,2015-07-11,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,2,0,6,3,0,0,1,2,2,1,0,Orthodox,187.96,190.5,170,0,1,0,12,7,0,0,0,2,9,1,0,Orthodox,182.88,190.5,170,31,34
Gunnar Nelson,Brandon Thatch,2015-07-11,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,2,0,2,1,0,0,0,0,2,0,0,Switch,187.96,187.96,170,0,4,0,4,1,0,0,0,1,0,3,0,Switch,180.34,182.88,170,29,26
Robbie Lawler,Rory MacDonald,2015-07-11,"Las Vegas, Nevada, USA",Red,1,Welterweight,0,1,0,9,2,0,0,0,5,3,1,0,Orthodox,182.88,193.04,170,2,3,0,10,4,0,0,2,3,5,0,0,Southpaw,180.34,187.96,170,25,33
Cathal Pendred,John Howard,2015-07-11,"Las Vegas, Nevada, USA",Blue,0,Welterweight,0,4,0,6,6,0,0,3,1,2,0,0,Orthodox,170.18,182.88,170,0,4,0,4,0,0,0,1,2,0,1,0,Orthodox,185.42,190.5,170,32,27
Mike Swick,Alex Garcia,2015-07-11,"Las Vegas, Nevada, USA",Blue,0,Welterweight,0,2,0,2,1,0,0,1,0,1,0,0,Orthodox,175.26,182.88,170,0,5,0,10,4,0,1,0,2,5,2,0,Orthodox,185.42,195.58,170,27,36
Brad Pickett,Thomas Almeida,2015-07-11,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,0,2,0,2,0,0,0,0,1,1,0,0,Southpaw,170.18,177.8,145,0,0,1,4,5,0,0,1,1,1,1,0,Orthodox,167.64000000000001,172.72,135,23,36
Dennis Bermudez,Jeremy Stephens,2015-07-11,"Las Vegas, Nevada, USA",Blue,0,Featherweight,0,0,1,10,10,0,0,1,4,4,0,1,Orthodox,175.26,180.34,145,1,0,1,7,2,0,0,2,2,1,2,0,Orthodox,167.64000000000001,167.64000000000001,155,29,28
Neil Seery,Louis Smolka,2015-07-11,"Las Vegas, Nevada, USA",Blue,0,Flyweight,0,1,0,2,1,0,0,0,1,1,0,0,Orthodox,175.26,172.72,135,0,0,1,2,1,0,0,0,2,0,0,0,Orthodox,162.56,162.56,125,23,35
Yosdenis Cedeno,Cody Pfister,2015-07-11,"Las Vegas, Nevada, USA",Blue,0,Lightweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,177.8,185.42000000000002,155,0,0,1,1,2,0,0,0,0,0,0,1,Orthodox,172.72,175.26,155,24,30
Cody Garbrandt,Henry Briones,2015-07-11,"Las Vegas, Nevada, USA",Red,0,Bantamweight,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,172.72,175.26,135,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,172.72,165.1,135,34,24
Steve Montgomery,Tony Sims,2015-06-27,"Hollywood, Florida, USA",Blue,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,177.8,155,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,,185,29,24
Santiago Ponzinibbio,Lorenz Larkin,2015-06-27,"Hollywood, Florida, USA",Blue,0,Welterweight,0,0,1,2,4,0,0,0,1,1,0,0,Orthodox,180.34,182.88,170,0,0,1,2,1,0,0,0,1,1,0,0,Orthodox,182.88,185.42000000000002,170,28,28
Antonio Carlos Junior,Eddie Gordon,2015-06-27,"Hollywood, Florida, USA",Red,0,Middleweight,1,1,0,1,2,0,0,0,0,1,0,0,Orthodox,182.88,193.04,185,1,1,0,1,1,0,0,0,1,0,0,0,Orthodox,187.96,200.66,185,31,25
Leandro Silva,Lewis Gonzalez,2015-06-27,"Hollywood, Florida, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,170,0,0,2,1,3,0,0,0,0,0,1,0,Orthodox,175.26,182.88,155,27,29
Lyoto Machida,Yoel Romero,2015-06-27,"Hollywood, Florida, USA",Blue,0,Middleweight,0,5,0,5,0,0,0,0,1,4,0,0,Southpaw,182.88,185.42000000000002,185,5,8,0,14,6,0,0,1,6,6,1,0,Southpaw,185.42,187.96,185,38,37
Hacran Dias,Levan Makashvili,2015-06-27,"Hollywood, Florida, USA",Red,0,Featherweight,0,1,0,1,0,0,0,1,0,0,0,0,Orthodox,172.72,172.72,145,0,1,0,2,2,0,0,0,2,0,0,0,Orthodox,172.72,175.26,155,26,31
Thiago Santos,Steve Bosse,2015-06-27,"Hollywood, Florida, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,205,0,0,1,2,2,0,0,0,0,2,0,0,Orthodox,187.96,193.04,205,33,31
Alex Oliveira,Joe Merritt,2015-06-27,"Hollywood, Florida, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,170,0,0,1,1,1,0,0,0,0,0,1,0,Orthodox,180.34,193.04,170,31,27
Danny Martinez,Sirwan Kakai,2015-06-27,"Hollywood, Florida, USA",Blue,0,Bantamweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,,135,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,167.64000000000001,170.18,125,25,30
Nick Hein,Lukasz Sajewski,2015-06-20,"Berlin, Berlin, Germany",Red,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,0,1,0,1,1,0,0,0,1,0,0,0,Southpaw,167.64000000000001,167.64000000000001,155,24,31
